"sound.files","selec","duration","meanfreq","sd","median","Q25","Q75","IQR","skew","kurt","sp.ent","sfm","mode","centroid","peakf","meanfun","minfun","maxfun","meandom","mindom","maxdom","dfrange","modindx"
"output.wav","0",20,0.176418572067835,0.0561563476970634,0.167219442458899,0.142802001429593,0.215604002859185,0.0728020014295926,1.77789967743994,7.10310807507991,0.9476904041576,0.51037690765886,0.158713366690493,0.176418572067835,0,0.122321475925677,0.0432777232580962,0.279113924050633,1.95463766510954,0,9.453076171875,9.453076171875,0.063835236079848
